Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2036,2036,1000 persons,2040.880000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2037,2037,1000 persons,2033.842000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2038,2038,1000 persons,2026.372000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2039,2039,1000 persons,2018.461000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2040,2040,1000 persons,2010.114000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2041,2041,1000 persons,2001.364000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2042,2042,1000 persons,1992.276000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2043,2043,1000 persons,1982.876000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2044,2044,1000 persons,1973.157000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2045,2045,1000 persons,1963.152000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2046,2046,1000 persons,1952.886000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2047,2047,1000 persons,1942.373000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2048,2048,1000 persons,1931.608000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2049,2049,1000 persons,1920.582000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2050,2050,1000 persons,1909.309000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2051,2051,1000 persons,1897.805000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2052,2052,1000 persons,1886.056000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2053,2053,1000 persons,1874.063000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2054,2054,1000 persons,1861.862000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2055,2055,1000 persons,1849.472000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2056,2056,1000 persons,1836.850000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2057,2057,1000 persons,1823.964000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2058,2058,1000 persons,1810.841000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2059,2059,1000 persons,1797.511000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2060,2060,1000 persons,1783.977000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2061,2061,1000 persons,1770.213000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2062,2062,1000 persons,1756.268000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2063,2063,1000 persons,1742.144000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2064,2064,1000 persons,1727.813000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2065,2065,1000 persons,1713.288000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2066,2066,1000 persons,1698.596000,X,
154,'807,North Macedonia,3010,Population - Est. & Proj.,511,Total Population - Both sexes,2067,2067,1000 persons,1683.725000,X,
